ImageID,ImageURL,accuracy,label
0e16ebe5-d53c-4e55-b709-ec34991f2bde,s3://dic-2024s/0e16ebe5-d53c-4e55-b709-ec34991f2bde,,
278ea9f3-4e99-41db-9f06-be31ed03b20f,s3://dic-2024s/278ea9f3-4e99-41db-9f06-be31ed03b20f,0.51096,cat
03c48679-c6b5-4761-b6fc-6146aac2569d,s3://dic-2024s/03c48679-c6b5-4761-b6fc-6146aac2569d,0.73473465,giraffe
195e634d-7934-40a0-af63-dc53bfd4d87a,s3://dic-2024s/195e634d-7934-40a0-af63-dc53bfd4d87a,0.8530288,person
195e634d-7934-40a0-af63-dc53bfd4d87a,s3://dic-2024s/195e634d-7934-40a0-af63-dc53bfd4d87a,0.8133155,person
195e634d-7934-40a0-af63-dc53bfd4d87a,s3://dic-2024s/195e634d-7934-40a0-af63-dc53bfd4d87a,0.7321023,sports ball
d4c9b750-7b16-4cb2-b007-56edc8df7c0f,s3://dic-2024s/d4c9b750-7b16-4cb2-b007-56edc8df7c0f,0.5669799,car
d4c9b750-7b16-4cb2-b007-56edc8df7c0f,s3://dic-2024s/d4c9b750-7b16-4cb2-b007-56edc8df7c0f,0.6390714,car
4efabf9b-9697-455e-a988-47eb724c996e,s3://dic-2024s/4efabf9b-9697-455e-a988-47eb724c996e,0.7103786,person
34852048-b0c4-4de4-a430-057b4206158a,s3://dic-2024s/34852048-b0c4-4de4-a430-057b4206158a,,
bf0568c6-c906-43af-a041-ff8bf0942ad9,s3://dic-2024s/bf0568c6-c906-43af-a041-ff8bf0942ad9,0.5882788,frisbee
5918ae89-8242-499b-a86c-db9d50e91da9,s3://dic-2024s/5918ae89-8242-499b-a86c-db9d50e91da9,0.84118044,person
5918ae89-8242-499b-a86c-db9d50e91da9,s3://dic-2024s/5918ae89-8242-499b-a86c-db9d50e91da9,0.7647944,tennis racket
5918ae89-8242-499b-a86c-db9d50e91da9,s3://dic-2024s/5918ae89-8242-499b-a86c-db9d50e91da9,0.8698837,person
5918ae89-8242-499b-a86c-db9d50e91da9,s3://dic-2024s/5918ae89-8242-499b-a86c-db9d50e91da9,0.528029,tennis racket
5918ae89-8242-499b-a86c-db9d50e91da9,s3://dic-2024s/5918ae89-8242-499b-a86c-db9d50e91da9,0.64633924,tennis racket
620cf7f6-c162-4df0-956a-d0864d72d2a2,s3://dic-2024s/620cf7f6-c162-4df0-956a-d0864d72d2a2,0.60664994,parking meter
fbb912be-be92-47a1-97bb-c4695d4ebb93,s3://dic-2024s/fbb912be-be92-47a1-97bb-c4695d4ebb93,0.5387197,person
fbb912be-be92-47a1-97bb-c4695d4ebb93,s3://dic-2024s/fbb912be-be92-47a1-97bb-c4695d4ebb93,0.63735276,person
