InferenceTime,ImageID,t2_server
0.7494785785675049,76a87076-ed25-48bf-b1c9-af1e6a468f05,1720376559.0180855
0.7478630542755127,068a8573-9bf0-4201-99b6-4d9eb0ef63f7,1720376836.1813915
0.7385811805725098,3943c4e0-410b-451e-970b-5067f60e1ec5,1720376986.933802
0.7495996952056885,b8b143ea-28ea-44bf-b904-ff31f4e88463,1720376890.7740355
0.7358202934265137,e163ab42-b0f9-417b-aec6-3dfaf057a6c7,1720376967.553789
0.7401010990142822,fe822ea6-92bf-4e4d-82fd-02e6fa09c33b,1720377061.7336612
0.7396640777587891,60b23a88-3457-41eb-a9df-311ef0758bd6,1720376586.8740618
0.7291207313537598,42946699-e413-4e2d-9377-b717e6e615ed,1720377113.2014186
1.1174051761627197,274d4c02-1fcb-4653-8cbf-05add506f773,1720376278.4939458
0.7463748455047607,40bef5f6-5494-40fc-b329-965e8efa7958,1720376673.875175
0.7392525672912598,555f372d-0ad6-4d2e-b62f-2ea6cae51c9d,1720376789.092455
0.7374448776245117,0cbc69b4-81d9-4002-9115-8606f2c415c7,1720376692.3413677
0.7482955455780029,dba2c73b-d888-41ec-9e21-344d3e0f3707,1720377154.4160988
0.743769645690918,be4600ee-00c1-4297-b348-c16f4fc152a7,1720376856.5538106
0.7537498474121094,288ea84c-63f9-4e10-a9dd-541386f078cc,1720376737.1781833
0.7515316009521484,0269827c-4084-45f3-8a07-f68bee9eb407,1720376925.1373732
0.7415299415588379,5abe4f4d-c09a-46cd-b65d-61727a3719b2,1720376645.1151812
0.7421059608459473,f2e4db37-795b-4578-a7e3-8294946b9127,1720376575.2217357
0.7469849586486816,dcde37d6-d182-48a9-a4c8-c7debcee5c3f,1720377018.6332917
0.7346072196960449,3cc26c92-1f9a-4329-ae43-f28b7bfe9d11,1720376547.5375865
0.7391092777252197,5a1fd6d1-b01b-4215-b0d2-e49f5c08b816,1720376494.9330413
0.7460393905639648,474f2c36-2891-4965-9a3d-d2163713f983,1720377028.634637
0.7297108173370361,db2d6a44-d3cb-4513-9139-22132ed729e3,1720376361.9612825
0.7469689846038818,d69098ba-ba60-4d1a-b796-71fd53ef6f4b,1720377039.3750298
0.7454242706298828,c0dab60b-8ab3-458e-ab28-27b96b02ee2c,1720376429.491467
0.7389624118804932,8d9ab065-92fb-4edc-b368-4303db8732dd,1720376465.7568076
0.7465782165527344,65ff116c-f1d8-45d2-8e42-86ef0c6aab15,1720376780.5609686
0.7521939277648926,d8dc8afe-3f87-4c1b-b16a-4d02c6507fdb,1720376567.2946029
0.7393832206726074,56446a53-589e-4f6f-8ccc-4c4af975d951,1720377104.654815
0.7353832721710205,7e2121d5-50f1-4437-9279-6396d97bc451,1720376957.660859
0.7374045848846436,5e7a6fc9-71ec-4c17-8108-5144e17d2859,1720376807.0773964
0.7481298446655273,7165ffcb-8f45-4727-b469-bb3295e223be,1720376900.3772993
0.7437841892242432,8fdcf9cc-69f5-4cbb-9f66-8b3d41934e3c,1720376537.0178149
0.7451276779174805,41d2f1b5-a9d9-41bf-b120-4cabcde7dc7f,1720376719.23774
0.7292850017547607,c948361c-21d3-484e-90de-e257f1f3b9f4,1720376323.3013432
0.7430155277252197,9017253b-a547-4dc6-a1d3-1db63ffde94b,1720377246.5614567
0.7432777881622314,f8c7ad39-6c6a-49d8-b615-a17ad0521af4,1720377235.833518
0.7374813556671143,3360a457-d771-4d05-b3b6-baafdb3220a9,1720376826.282215
0.7348017692565918,7eeb4256-3c0a-48f5-b158-7db655e4e2dc,1720377196.9353015
0.7389664649963379,2eae694a-f2db-4255-b066-21792aa13ae0,1720377143.3813756
0.7353501319885254,af677410-ceba-4aa9-9a06-7c7bc1a0f339,1720376506.7217455
0.7344059944152832,5e5f6ecf-5424-4472-a56e-7440bb2e3c35,1720377208.2552278
0.7488131523132324,1925aeac-1789-4961-abcb-64c5b421a194,1720377256.7136953
0.7393031120300293,176b91c8-3587-49eb-a2a0-3946668b17b3,1720376869.4737964
0.7551541328430176,e17f743a-c442-4b0a-8ca0-7c39f9259476,1720376341.8347054
0.7398922443389893,746f5922-965c-4579-a7ca-257609346d6a,1720377186.0370803
0.7409136295318604,336933a9-7beb-487d-951e-e900c9b85360,1720376655.137308
0.7613081932067871,67f979ec-bac0-4d0b-88f2-c4d1e177a71c,1720376296.4141028
0.742088794708252,104f17ba-d358-435f-9be8-db6ff83d247b,1720376399.3380325
0.7312135696411133,fffcc2f7-765d-4149-9171-211cdc9deabb,1720376710.237534
0.7387611865997314,d34fafed-effd-4092-98eb-20f41afdbcf4,1720376912.9583461
0.7281861305236816,c5cc2a6f-8c63-4bd1-b856-a05bfdb554a1,1720376314.381249
0.7394094467163086,7ddf3a87-72bc-48cd-9b92-8873992b8978,1720377175.1135015
0.7444145679473877,9f823ad2-0f17-487e-bbcc-083e1b3e3839,1720376947.7745936
