InferenceTime,ImageID,t2_server
0.7395999431610107,d201e9c1-9be6-44f7-a99e-4fbbac82791a,1720376474.481161
0.7474138736724854,fdde925a-daca-4200-81d9-eafb7762dc8e,1720376664.5781753
0.7417023181915283,f45aa649-2d61-47af-8379-2da7f2a227dd,1720376938.0215778
0.7488377094268799,6f1d633e-c744-415e-b981-066938a5611d,1720377007.3378665
0.7423245906829834,5999e385-a11d-41d6-8370-650d9468ef71,1720376456.6411808
0.746450662612915,beb39829-db33-4f0e-9016-328d3ed3e361,1720376728.26126
0.7365701198577881,1bf7877b-0ede-4432-b314-4249e793e2c1,1720377122.5136774
0.7275333404541016,a5a65bcd-0d6d-45ae-96a4-5fb9d96ce3c6,1720376997.3330045
0.7454946041107178,63fc27ac-6a1d-48e4-b042-d7bf30f40965,1720377073.2738042
0.7394466400146484,2914c705-bb45-41d0-949a-cdf472a1d0b9,1720376771.237238
0.7416892051696777,895e0f58-198d-4d20-9499-92cca36e44b8,1720376596.3575861
0.7396764755249023,09ac6ccb-4db7-497d-99c0-0f3502c8c905,1720376371.974303
0.7369897365570068,3135cea6-04cd-405a-9905-cf762b516818,1720376485.3140333
0.7588489055633545,ee064e67-7da4-484d-8b81-86b1d2845a80,1720377133.2338204
0.7362186908721924,0d5eebbe-4ab6-4d05-9f2b-44f3411060df,1720376438.4971864
0.7486035823822021,6966b715-b3fc-4b0b-a57f-63e380a97ae1,1720376305.801543
0.7473783493041992,58bc8303-fc7d-4530-b426-887fc917827d,1720376627.1609914
0.7346835136413574,cfc9d38c-c105-4077-81a8-7b1bf4529b56,1720377216.7381105
0.7318413257598877,aa41c27e-9e74-47bb-a578-59319ab19376,1720376762.87333
0.7381775379180908,b6b69e57-49d9-446d-a1ab-c3ae4ce4ad13,1720377083.4570916
0.7509102821350098,ecf6c2ac-84eb-410f-9670-4a9cca5e155b,1720376753.2415822
0.7433655261993408,6c69147f-34c2-4973-a837-f1b1356e3da8,1720376701.4788084
0.7493274211883545,faca5a2f-da27-41d8-852a-e108c75357a3,1720376816.2977533
0.7298717498779297,66bad0f5-2cbf-498f-bb20-966a4ebc22f7,1720376408.4141314
0.7488582134246826,9c3a52a6-e943-4e0b-b4d8-d929ff6fdb63,1720376744.9156811
0.7288053035736084,569fafa0-0cb7-4e23-a877-ab2658eb700b,1720376976.2564735
0.7402915954589844,304924b2-e53b-484e-a9f6-6caf217c8129,1720376635.9974556
0.7467942237854004,6c4ad297-1c1d-4395-91ac-0f559617f18e,1720376516.8815207
0.745664119720459,dc0476c5-19f2-4d45-b5fd-0528f6fe5d78,1720376332.9342291
0.7559442520141602,dbd64fbe-fa5b-4b92-a579-d6a4c2bb6050,1720376527.4949925
0.7398669719696045,fe20fd78-3b63-4215-8938-12cda1510997,1720377164.6376827
0.7330482006072998,fede3965-668f-4ad3-a08e-f0908a7bdd4e,1720376615.8534331
0.7468740940093994,f6e9d7ad-20ad-48f2-a440-be22be683364,1720377050.597561
0.7393362522125244,95d7f8c1-b140-43d6-9807-32f15f9dff12,1720376798.5760863
0.7415387630462646,5a0452fe-0786-40b0-aa63-a6dbf9e67107,1720376447.5741043
0.737748384475708,bc623135-e4b4-4954-9b17-f5a3a99e0c31,1720377226.1971252
0.7336735725402832,bdb451dd-7a12-42f1-82f3-d9e7455dc3b5,1720377093.8378716
0.7393946647644043,28c2bfa0-91bf-4c01-b4eb-1b8ed5cc8ec5,1720376682.2961838
0.744225025177002,bf1944be-b966-4a4d-88cf-e89feb33dc68,1720376846.3960495
0.7392594814300537,ced1df85-17d1-4bea-8168-9de1a7b94554,1720376605.458611
0.748516321182251,ff0fde6a-e32e-4675-a7f2-f53863f01536,1720376287.2773895
0.7459230422973633,4809ffa9-7cba-4aef-a194-5d0424b0b45f,1720376389.6141691
0.7346010208129883,afafbaea-ef83-4d46-bf38-543fac04d1f5,1720376380.098153
0.7481024265289307,c3b20a79-b069-4153-9c27-ac4ce273f3e8,1720376352.692974
0.7412512302398682,c386aff5-4542-4474-a668-a04f78b15f75,1720376880.24089
0.7461340427398682,b7ea617b-6ba2-4cb1-90b3-89a5dab10094,1720376420.0419405
